-0.07828479	0.019778833	-0.06855533	0.07320572	-0.047291353	0.11528954	-0.0013026841	0.078988865	0.12846182	-0.045714967	0.028766759	-0.02158114	-0.05424474	0.035523057	0.16436417	0.016977802
-0.035783377	-0.013072249	-0.08307802	0.07383968	-0.0097001465	0.0957809	-0.06889928	0.04173761	0.057182427	-0.050344568	-0.0051243207	0.062424947	-0.04536085	0.039599568	0.14709613	0.051430978
-0.031763177	-0.053093977	-0.038614128	0.04783239	-0.05459095	0.060384996	-0.11313863	0.029727127	0.056510672	-0.07212637	-0.00059325225	0.04833145	-0.072930075	0.03563311	0.16020371	0.069932535
-0.026758771	0.004881269	-0.05772872	0.020401828	-0.046389017	0.04852977	-0.039869957	0.061048582	0.12195743	-0.03423408	-0.01289737	-0.017815296	0.030881565	0.0052104197	0.13394624	0.032201216
0.025758084	-0.07086514	-0.052354615	0.051792342	-0.026596632	0.07775027	-0.014462169	0.04799072	0.0830105	0.01065698	-0.01830251	-0.03222646	-0.06076824	0.019427435	0.1882594	0.025276499
-0.02763549	-0.027997887	-0.137334	0.0063511226	-0.018851763	0.068666086	-0.038040772	-0.013197816	0.078744136	-0.015967127	0.047594506	-0.007559567	-0.09476685	0.027502313	0.11319439	0.08092283
-0.060632303	0.008117056	-0.058615994	0.042240217	-0.053121075	0.11706893	-0.057297632	0.027548563	0.10634427	-0.10360957	0.030726377	0.05861952	-0.050514944	0.05517726	0.17701858	0.0062913657
-0.005233932	-0.018198168	-0.05259033	0.070356116	-0.008593078	0.15883313	-0.03230409	-0.03536411	0.051382534	-0.05590845	0.045481198	0.018476706	-0.039552234	0.06882338	0.06689315	0.078661665
-0.08037857	0.021358704	-0.075415514	-0.022048628	-0.023568489	0.053146526	0.027665248	-0.01006612	0.10427153	-0.03408032	-0.032014664	0.023370009	-0.02381472	0.006450967	0.117996655	0.09427259
-0.0080334265	0.060383968	-0.06595619	0.06750369	-0.0046762605	0.025397187	0.00060192915	0.046089582	0.09207829	-0.07484187	-0.005348066	0.09790672	-0.08059447	-0.03702169	0.06593431	0.064258255
0.05102061	0.04429876	0.002950152	0.12413795	-0.0293402	0.105300926	0.029675072	0.037950084	0.04297415	-0.049114138	0.045665227	0.038981836	-0.05801125	-0.00464321	0.12638868	0.045028515
-0.01636149	0.080883086	-0.08546748	0.03493709	-0.089162625	0.12985615	0.05448182	0.06753779	0.123595364	-0.11304462	0.010888235	0.037825935	-0.047727622	0.0731211	0.04850753	0.012081867
-0.0059527988	0.009845344	-0.048548408	0.002917567	0.030373123	0.13943996	-0.03927442	0.09498484	0.112831794	-0.024142906	-0.032828715	-0.008805173	0.011206518	0.06264008	0.088291354	0.08886261
-0.08292259	-0.07010691	-0.05969522	-0.030027483	0.022165082	0.09179814	0.00033603984	-0.047924414	0.13189375	-0.034510877	-0.006231971	0.06612162	-0.0035541793	0.046321783	0.065113395	-0.020715125
